StaffID,Name,Date Employed,Salary,Date of Birth,Gender,Department,Location,Rating
Stf273844,Aurelia Stanners,7/30/2011,41000,12/25/1978,Female,Cxc,Lagos,Good
Stf374030,Shelby Buckland,7/31/2011,90000,12/23/1985,Male,Cxc,Lagos,Average
Stf684887,Barr Faughny,8/1/2011,59000,12/23/1984,Female,Marketing,Abuja,Average
Stf813454,Farris Ditchfield,8/2/2011,92000,12/24/1981,Male,Human Resources,Kaduna,Good
Stf786943,Gerald Caple,8/3/2011,15000,12/24/1981,Male,Training,Kaduna,Good
Stf825540,Grier Kidsley,8/4/2011,9000,12/25/1976,Female,Product,Abuja,Average
Stf415601,Yves Pawlik,8/5/2011,83000,12/18/1989,Male,Finance,Abuja,Very Good
Stf367608,Korney Bockings,8/6/2011,34000,12/17/1988,Male,Engineering,Lagos,Average
Stf968268,Stephan Bussel,8/7/2011,97000,12/19/1970,Male,Sales,Kaduna,Average
Stf361134,Caron Pleven,8/8/2011,27000,12/24/1983,Female,Human Resources,Abuja,Average
Stf215104,Jedd Moretto,8/9/2011,66000,12/17/1988,Male,Safety,Kaduna,Very Good
Stf765196,Verney Sloegrave,8/10/2011,85000,12/23/1984,Male,Sales,Kaduna,Average
Stf834959,Nerita Mycock,8/11/2011,6000,12/24/1982,Male,Finance,Kaduna,Average
Stf674903,Mella Northam,8/12/2011,40000,12/24/1983,Male,Safety,Kaduna,Not Rated
Stf276314,Thedrick Bothwell,8/13/2011,2000,12/18/1989,Male,Business Development,Kaduna,Average
Stf444841,Georgianne Archbutt,8/14/2011,84000,12/18/1989,Female,Cxc,Kaduna,Not Rated
Stf643216,Thorvald Milliken,8/15/2011,96000,12/18/1989,Female,Business Development,Lagos,Good
Stf437502,Aileen McCritchie,8/16/2011,17000,12/21/1992,Male,Business Development,Lagos,Average
Stf806215,Drusy MacCombe,8/17/2011,97000,12/24/1982,Male,Training,Kaduna,Average
Stf896728,Cathyleen Hurch,8/18/2011,20000,12/18/1989,Female,Sales,Lagos,Average
Stf438304,Jannel Labb,8/19/2011,14000,12/21/1992,Female,Sales,Kaduna,Average
Stf246147,Cheryl Mantz,8/20/2011,55000,12/20/1999,Male,Sales,Kaduna,Good
Stf675852,Madlen Ashburner,8/21/2011,22000,12/21/1994,Male,Safety,Abuja,Very Good
Stf812607,Colly Littledike,8/22/2011,87000,12/24/1983,Female,Cxc,Lagos,Average
Stf504547,Karyn Creeghan,8/23/2011,44000,12/17/1988,Male,Engineering,Kaduna,Good
Stf374618,Edgard Irving,8/24/2011,30000,12/22/1990,,Sales,Kaduna,Good
Stf570331,Cyril Medford,8/25/2011,63000,12/22/1988,Female,Sales,Abuja,Average
Stf135787,Kikelia Ellor,8/26/2011,26000,12/24/1981,,Engineering,Kaduna,Very Good
Stf915336,Dael Bugge,8/27/2011,59000,12/20/1997,Male,Training,Lagos,Poor
Stf323257,Joyce Esel,8/28/2011,39000,12/18/1989,Male,Sales,Kaduna,Average
Stf738823,Ferrell Skepper,8/29/2011,69000,12/24/1981,Female,Sales,Kaduna,Average
Stf511141,Hannis January,8/30/2011,83000,12/19/1982,Male,Business Development,Lagos,Not Rated
Stf183121,Pierson Measham,8/31/2011,72000,12/18/1989,Male,Business Development,Kaduna,Good
Stf168967,Xylina Pargetter,9/1/2011,62000,12/18/1989,Female,Legal,Kaduna,Average
Stf544561,Aretha Ettridge,9/2/2011,2000,12/19/1970,Female,Finance,Abuja,Average
Stf335106,Joshia Farris,9/3/2011,54000,12/23/1985,Female,Legal,Kaduna,Average
Stf209416,Cathi Delgardo,9/4/2011,84000,12/21/1994,Male,Product,Abuja,Not Rated
Stf115216,Mabel Orrow,9/5/2011,1000,12/20/1996,Male,Product,Abuja,Poor
Stf714838,Alexandros Rackley,9/6/2011,91000,12/23/1985,Female,Legal,Kaduna,Not Rated
Stf605678,Mickie Dagwell,9/7/2011,37000,12/26/1972,Male,Engineering,Abuja,Not Rated
Stf434796,Mariette Daymont,9/8/2011,35000,12/21/1993,Female,Sales,Lagos,Not Rated
Stf942033,Win Arthurs,9/9/2011,36000,12/22/1991,Female,Safety,Abuja,Very Good
Stf191013,Marni Jull,9/10/2011,76000,12/18/1989,Female,Cxc,Abuja,Good
Stf872419,Sandy Cadden,9/11/2011,82000,12/25/1977,Female,Legal,Lagos,Average
Stf988902,Wyn Treadger,9/12/2011,56000,12/22/1988,Female,Business Development,Kaduna,Good
Stf856009,Marney O'Breen,9/13/2011,73000,12/26/1972,Female,Product,Kaduna,Good
Stf178505,Westbrook Brandino,9/14/2011,63000,12/21/1995,Male,Legal,Lagos,Poor
Stf586451,Sandi Labat,9/15/2011,40000,12/23/1984,Male,Sales,Abuja,Average
Stf440433,Leilah Yesinin,9/16/2011,15000,12/23/1986,Female,Sales,Kaduna,Not Rated
Stf440300,Lincoln Greatex,9/17/2011,97000,12/20/1999,Male,Human Resources,Abuja,Average
Stf996797,Patti Dradey,9/18/2011,71000,12/22/1990,Male,Cxc,Lagos,Average
Stf450460,Oona Donan,9/19/2011,14000,12/18/1989,Female,Business Development,Lagos,Average
Stf747153,Burtie Moulden,9/20/2011,69000,12/21/1995,Female,Cxc,Lagos,Poor
Stf404621,Mathian MacMeeking,9/21/2011,16000,12/23/1986,Female,Cxc,Lagos,Average
Stf729434,Reg MacMichael,9/22/2011,85000,12/27/1969,Male,Cxc,Kaduna,Average
Stf168695,Ignacius Losel,9/23/2011,7000,12/26/1972,Male,Legal,Kaduna,Poor
Stf505890,Tonia Moules,9/24/2011,17000,12/18/1989,Female,Business Development,Abuja,Good
Stf235253,Joey Keedwell,9/25/2011,18000,12/18/1989,Female,Marketing,Kaduna,Poor
Stf174023,Clo Jimpson,9/26/2011,1000,12/19/1970,Male,Legal,Abuja,Good
Stf696965,Bryant Scamp,9/27/2011,77000,12/17/1988,Female,Human Resources,Kaduna,Average
Stf802530,Mick Titman,9/28/2011,43000,12/19/1970,Male,Training,Lagos,Poor
Stf445037,Trudie Couch,9/29/2011,14000,12/24/1981,Female,Legal,Lagos,Average
Stf592235,Cyndia Skedge,9/30/2011,81000,12/21/1995,Male,Safety,Abuja,Average
Stf192644,Francoise Godbold,10/1/2011,79000,12/19/1982,Male,Sales,Kaduna,Average
Stf262027,Staford Brood,10/2/2011,72000,12/19/1982,Female,,Kaduna,Good
Stf323376,Filmore Fitzhenry,10/3/2011,94000,12/20/1996,Male,Human Resources,Kaduna,Not Rated
Stf559801,Berna Dubery,10/4/2011,1000,12/25/1978,Male,Cxc,Kaduna,Very Poor
Stf764668,Gerrard Doorey,10/5/2011,23000,12/25/1979,Male,Product,Abuja,Average
Stf898392,Hiram Merkle,10/6/2011,19000,12/18/1989,Male,Legal,Kaduna,Not Rated
Stf186239,Zebulon Allmen,10/7/2011,74000,12/22/1988,,Business Development,Abuja,Average
Stf916516,Kingsley Hagard,10/8/2011,1000,12/26/1973,Male,Engineering,Kaduna,Average
Stf823533,My Hanscome,10/9/2011,20000,12/24/1983,Male,Sales,Lagos,Average
Stf464703,Eldredge MacClure,10/10/2011,36000,12/26/1972,Male,Legal,Kaduna,Average
Stf926154,Pauletta Falkus,10/11/2011,47000,12/27/1970,Male,Sales,Kaduna,Average
Stf716238,Deck McCallion,10/12/2011,35000,12/25/1976,Male,Sales,Abuja,Average
Stf931302,Miguel Woolner,10/13/2011,31000,12/21/1995,Male,Training,Kaduna,Poor
Stf103098,Yolande O'Dare,10/14/2011,66000,12/27/1971,Female,Finance,Abuja,Good
Stf862213,Kit Battlestone,10/15/2011,32000,12/27/1971,Female,Sales,Abuja,Good
Stf376887,Glennis Fussen,10/16/2011,20000,12/27/1971,Female,Sales,Kaduna,Good
Stf651596,Rhiamon Mollison,10/17/2011,20000,12/18/1989,Female,Sales,Abuja,Average
Stf294778,Theresita Chasmer,10/18/2011,90000,12/26/1973,Female,Product,Lagos,Average
Stf690071,Pippy Shepperd,10/19/2011,24000,12/26/1975,Female,Finance,Kaduna,Very Good
Stf330446,Petronella Marusik,10/20/2011,88000,12/21/1993,Male,Finance,Abuja,Average
Stf799602,Andria Kimpton,10/21/2011,3000,12/22/1988,Male,Product,Abuja,Average
Stf410007,Jarad Barbrook,10/22/2011,78000,12/21/1994,Female,Human Resources,Abuja,Very Poor
Stf331943,Dulsea Folkes,10/23/2011,46000,12/24/1981,Female,Cxc,Lagos,Very Good
Stf572958,Herschel Wareham,10/24/2011,37000,12/23/1987,Male,Cxc,Kaduna,Average
Stf292068,Skip Morkham,10/25/2011,96000,12/19/1970,Female,Marketing,Kaduna,Average
Stf958111,Merrilee Plenty,10/26/2011,40000,12/23/1984,Female,Sales,Abuja,Very Good
Stf286611,Dayle O'Luney,10/27/2011,96000,12/23/1987,Female,Sales,Abuja,Good
Stf214532,Gray Seamon,10/28/2011,75000,12/22/1991,Female,Business Development,Kaduna,Average
Stf197304,Krysta Elacoate,10/29/2011,67000,12/25/1976,Male,Human Resources,Abuja,Very Poor
Stf437479,Abramo Labbez,10/30/2011,74000,12/24/1980,Female,Sales,Lagos,Average
Stf279414,Faun Rickeard,10/31/2011,100000,12/19/1982,Male,Product,Lagos,Average
Stf629338,Jamesy O'Ferris,11/1/2011,77000,12/22/1991,Male,Finance,Kaduna,Average
Stf585182,Fanchon Furney,11/2/2011,86000,12/19/1982,Male,Finance,Abuja,Average
Stf285561,Pate Beardsley,11/3/2011,16000,12/20/1996,Male,Cxc,Lagos,Very Good
Stf612258,Grady Crosgrove,11/4/2011,60000,12/21/1993,,Sales,Kaduna,Average
Stf505607,Darcy Brewitt,11/5/2011,30000,12/23/1984,Male,Human Resources,Kaduna,Average
Stf977140,Foss Asquez,11/6/2011,75000,12/22/1991,Male,Safety,Kaduna,Not Rated
Stf828873,Gilda Richen,11/7/2011,95000,12/18/1989,Female,Safety,Abuja,Poor
Stf813610,Antonino Forsdicke,11/8/2011,4000,12/23/1984,Male,Product,Abuja,Average
Stf795635,Jobie Basili,11/9/2011,89000,12/19/1982,Female,Sales,Kaduna,Good
Stf796174,Everard Borer,11/10/2011,57000,12/22/1991,Female,Marketing,Abuja,Average
Stf832989,Anni Izzard,11/11/2011,75000,12/27/1970,Male,Human Resources,Abuja,Good
Stf988498,Bebe Pollicott,11/12/2011,37000,12/21/1992,Female,Legal,Kaduna,Average
Stf665780,Julian Andrassy,11/13/2011,18000,12/20/1997,Female,Marketing,Lagos,Poor
Stf716845,Shell O'Griffin,11/14/2011,6000,12/22/1990,Female,Sales,Lagos,Average
Stf652548,Dionne Garrish,11/15/2011,12000,12/19/1970,Female,Engineering,Abuja,Good
Stf468515,Gilles Jaquet,11/16/2011,91000,12/27/1971,Female,Finance,Kaduna,Good
Stf646461,Alexis Gotfrey,11/17/2011,48000,12/19/1970,Male,Engineering,Lagos,Very Good
Stf415277,Xavier Filipic,11/18/2011,99000,12/24/1982,Female,Marketing,Kaduna,Good
Stf881252,Liane Bedburrow,11/19/2011,98000,12/20/1997,Female,Training,Abuja,Average
Stf961814,Meara Darrington,11/20/2011,73000,12/22/1990,Male,Engineering,Abuja,Poor
Stf382160,Genevra Friday,11/21/2011,24000,12/24/1981,Female,Sales,Lagos,Average
Stf819155,Penni Patemore,11/22/2011,62000,12/23/1985,Male,Cxc,Kaduna,Average
Stf101865,Yanaton Wooster,11/23/2011,16000,12/25/1976,Male,Marketing,Abuja,Average
Stf703113,Hedvige Stelfox,11/24/2011,19000,12/26/1974,Female,Human Resources,Abuja,Average
Stf881423,Tammy Backson,11/25/2011,54000,12/19/1982,Female,Marketing,Abuja,Average
Stf957726,Inger Chapelhow,11/26/2011,26000,12/23/1986,Female,Sales,Lagos,Average
Stf736211,Arty Duigan,11/27/2011,89000,12/25/1977,Male,Legal,Abuja,Very Good
Stf303691,Nani Brockley,11/28/2011,41000,12/18/1989,Male,Product,Abuja,Good
Stf466857,Curtice Advani,11/29/2011,61000,12/24/1981,Male,Product,Lagos,Average
Stf211802,Leela Eckart,11/30/2011,71000,12/21/1995,Male,Legal,Kaduna,Average
Stf495181,Krystal Lambswood,12/1/2011,27000,12/19/1982,Female,Training,Kaduna,Poor
Stf501390,Cristal Demangeot,12/2/2011,75000,12/25/1977,Female,Sales,Kaduna,Poor
Stf625132,Jori Ashleigh,12/3/2011,31000,12/20/1998,Male,Legal,Abuja,Average
Stf563756,Leslie Baruch,12/4/2011,80000,12/22/1990,Female,Finance,Kaduna,Very Good
Stf928725,Helene Bouts,12/5/2011,81000,12/23/1984,Male,Sales,Lagos,Good
Stf810613,Eleni O'Quin,12/6/2011,36000,12/23/1984,Male,Legal,Lagos,Average
Stf156980,Alic Bagg,12/7/2011,65000,12/27/1971,Male,Legal,Kaduna,Average
Stf747522,Maible Azemar,12/8/2011,86000,12/27/1971,Male,Finance,Kaduna,Average
Stf675857,Abran Danielsky,12/9/2011,88000,12/22/1988,Female,Engineering,Kaduna,Average
Stf872328,Halette Yesenev,12/10/2011,65000,12/26/1972,Male,Cxc,Kaduna,Average
Stf127196,Cleveland Pottiphar,12/11/2011,29000,12/25/1976,Female,Marketing,Lagos,Very Good
Stf298600,Osborn Pawle,12/12/2011,24000,12/23/1987,Male,Training,Abuja,Average
Stf414653,Chas Happel,12/13/2011,28000,12/25/1976,Female,Cxc,Kaduna,Very Poor
Stf904065,Roth Bourget,12/14/2011,80000,12/18/1989,Male,Cxc,Kaduna,Average
Stf714638,Maisie Shotboulte,12/15/2011,100000,12/26/1974,Female,Marketing,Abuja,Very Good
Stf904049,Felita Whitloe,12/16/2011,83000,12/22/1991,Male,Training,Kaduna,Good
Stf612252,Cindi McDuffy,12/17/2011,67000,12/23/1987,Female,Cxc,Abuja,Very Poor
Stf349914,Murry Dryburgh,12/18/2011,24000,12/19/1970,Male,Sales,Abuja,Average
Stf762226,Dorise Labat,12/19/2011,22000,12/19/1982,Male,Business Development,Kaduna,Average
Stf552493,Hephzibah Summerell,12/20/2011,51000,12/24/1983,Female,Cxc,Abuja,Average
Stf174855,Alyosha Riquet,12/21/2011,12000,12/18/1989,Male,Legal,Abuja,Very Good
Stf130530,Maximo Ungerecht,12/22/2011,19000,12/21/1994,Male,Safety,Lagos,Average
Stf926941,Lezlie Balmann,12/23/2011,52000,12/23/1984,Male,Product,Kaduna,Poor
Stf284117,Benny Karolovsky,12/24/2011,67000,12/23/1986,,Human Resources,Abuja,Average
Stf497726,Gretchen Callow,12/25/2011,58000,12/26/1973,Female,Training,Kaduna,Average
Stf393130,Candace Hanlon,12/26/2011,12000,12/21/1995,Male,Safety,Lagos,Average
Stf529830,Oby Sorrel,12/27/2011,11000,12/20/1996,Female,Safety,Kaduna,Average
Stf140670,Cecilia Marshalleck,12/28/2011,74000,12/21/1992,Female,Marketing,Abuja,Not Rated
Stf515190,Antonetta Coggeshall,12/29/2011,39000,12/26/1974,Male,Sales,Kaduna,Average
Stf961494,Purcell Le Pine,12/30/2011,26000,12/27/1970,,Legal,Kaduna,Good
Stf705999,Archibald Dyzart,12/31/2011,33000,12/18/1989,Male,Product,Abuja,Average
Stf515461,Lil Ibberson,1/1/2012,65000,12/25/1976,Male,Business Development,Kaduna,Good
Stf750637,Karita Vasyanin,1/2/2012,79000,12/26/1972,Male,Legal,Lagos,Average
Stf885963,Joaquin McVitty,1/3/2012,11000,12/25/1979,Male,Sales,Lagos,Good
Stf354618,Collen Dunbleton,1/4/2012,19000,12/18/1989,Male,Engineering,Abuja,Poor
Stf803364,Alysa Wankling,1/5/2012,34000,12/20/1999,,Legal,Lagos,Good
Stf166518,Ardella Dyment,1/6/2012,40000,12/22/1991,Female,Business Development,Kaduna,Good
Stf693440,Ryun Fasset,1/7/2012,96000,12/20/1999,Male,,Kaduna,Very Good
Stf188919,Rodina Drinan,1/8/2012,81000,12/17/1988,Female,Sales,Abuja,Good
Stf750815,Louise Lamming,1/9/2012,29000,12/22/1990,Female,Sales,Abuja,Poor
Stf214346,Marga Lorenzo,1/10/2012,73000,12/25/1979,Female,Legal,Abuja,Good
Stf137394,Alvie Keming,1/11/2012,32000,12/24/1983,Female,Legal,Kaduna,Poor
Stf486199,Sheff Gerdts,1/12/2012,96000,12/27/1970,Male,Business Development,Abuja,Average
Stf905811,Josie Barnson,1/13/2012,97000,12/19/1982,Female,Training,Kaduna,Very Good
Stf784697,Petey Probey,1/14/2012,69000,12/24/1980,Male,Cxc,Kaduna,Poor
Stf447854,Shelbi Aldin,1/15/2012,51000,12/20/1999,Female,Sales,Abuja,Poor
Stf637813,Estell Kingsland,1/16/2012,57000,12/24/1980,Male,Sales,Kaduna,Average
Stf367913,Lea Chaplin,1/17/2012,37000,12/22/1988,Female,Human Resources,Kaduna,Poor
Stf657211,Onofredo Hassan,1/18/2012,9000,12/19/1970,Male,Product,Kaduna,Average
Stf281411,Hyacinthie Braybrooke,1/19/2012,8000,12/27/1971,Female,Safety,Abuja,Average
Stf499182,Agnes Collicott,1/20/2012,18000,12/20/1997,Female,Sales,Abuja,Average
Stf838244,Margarete Blasing,1/21/2012,51000,12/20/1998,Male,Safety,Kaduna,Not Rated
Stf650587,Patience Noot,1/22/2012,9000,12/22/1990,Female,Business Development,Abuja,Average
Stf671219,Charmane Heistermann,1/23/2012,37000,12/25/1978,Female,Business Development,Kaduna,Average
Stf839789,Jamal Beagen,1/24/2012,49000,12/21/1992,Female,Safety,Kaduna,Average
Stf769490,Brigid Jeffrey,1/25/2012,92000,12/24/1980,Female,Safety,Kaduna,Good
Stf472591,Nelli Schoolfield,1/26/2012,79000,12/26/1974,Female,Engineering,Kaduna,Average
Stf976995,Abigael Basire,1/27/2012,98000,12/21/1994,Male,Engineering,Abuja,Average
Stf193178,Anjanette Ferre,1/28/2012,83000,12/18/1989,,Human Resources,Abuja,Average
Stf315898,Mackenzie Hannis,1/29/2012,14000,12/27/1969,Female,Training,Abuja,Very Poor
Stf970048,Ambros Murthwaite,1/30/2012,65000,12/19/1970,Male,Sales,Lagos,Average
Stf235020,Lek Scamaden,1/31/2012,27000,12/22/1991,Female,Training,Abuja,Good
Stf706956,Jehu Rudeforth,2/1/2012,68000,12/27/1969,Female,Engineering,Abuja,Average
Stf883280,Bert Yaakov,2/2/2012,22000,12/23/1987,Male,Sales,Kaduna,Poor
Stf978847,Bordy Yatman,2/3/2012,3000,12/18/1989,Female,Product,Lagos,Good
Stf308133,Georgie Caress,2/4/2012,86000,12/20/1996,Male,Marketing,Abuja,Average
Stf492795,Krysta Elacoate,2/5/2012,16000,12/18/1989,Male,Human Resources,Kaduna,Average
Stf179008,Jolynn Lumbley,2/6/2012,25000,12/25/1978,,Sales,Abuja,Average
Stf473939,Gwendolyn Chrippes,2/7/2012,68000,12/27/1970,Male,Engineering,Abuja,Good
Stf935740,Blythe Clipston,2/8/2012,15000,12/22/1988,Female,Human Resources,Kaduna,Average
Stf376425,Sisely Hatchman,2/9/2012,52000,12/18/1989,Female,Sales,Kaduna,Average
Stf762017,Alicea Pudsall,2/10/2012,80000,12/20/1997,Male,Finance,Abuja,Average
Stf119338,Karee Ruslinge,2/11/2012,24000,12/27/1969,Female,Human Resources,Kaduna,Not Rated
Stf183808,Wilone O'Kielt,2/12/2012,81000,12/18/1989,Female,Business Development,Lagos,Not Rated
Stf747642,Justino Chapiro,2/13/2012,66000,12/26/1973,Male,Sales,Lagos,Average
Stf592807,Maritsa Marusic,2/14/2012,48000,12/24/1980,Male,Sales,Abuja,Average
Stf818119,Sisely Gatsby,2/15/2012,74000,12/26/1972,Female,Safety,Kaduna,Average
Stf294866,Shantee D'Antonio,2/16/2012,25000,12/18/1989,Female,Product,Kaduna,Good
Stf210304,Blaire Ruckman,2/17/2012,63000,12/19/1982,Male,Business Development,Kaduna,Average
Stf683437,William Coveny,2/18/2012,42000,12/27/1971,Male,Legal,Abuja,Good
Stf562423,Packston Joanic,2/19/2012,10000,12/21/1992,Male,Marketing,Kaduna,Good
Stf938005,Joana Bartocci,2/20/2012,17000,12/21/1992,Male,Human Resources,Abuja,Average
Stf532330,Sile Whorton,2/21/2012,10000,12/25/1978,Female,Legal,Kaduna,Not Rated
Stf147530,Billi Fellgate,2/22/2012,76000,12/25/1978,Female,Business Development,Kaduna,Average
Stf283448,Franchot Crocken,2/23/2012,63000,12/24/1980,Female,Finance,Abuja,Average
Stf558880,Cletus McGarahan,2/24/2012,2000,12/27/1970,Female,Engineering,Lagos,Good
Stf795703,Callie Duckels,2/25/2012,88000,12/21/1995,Male,Product,Abuja,Average
Stf250272,Roselle Wandrach,2/26/2012,13000,12/20/1998,Male,Sales,Abuja,Average
Stf701461,Lishe Casemore,2/27/2012,54000,12/27/1970,Male,Cxc,Kaduna,Average
Stf429708,Garey Bird,2/28/2012,53000,12/19/1970,Female,Product,Lagos,Average
Stf546467,Toby Micklewright,2/29/2012,45000,12/24/1980,Male,Legal,Lagos,Not Rated
Stf358412,Dell Molloy,3/1/2012,21000,12/22/1989,Male,Engineering,Abuja,Poor
Stf975785,Fidela Dowey,3/2/2012,42000,12/25/1976,Female,Engineering,Lagos,Very Good
Stf599268,Emmanuel Westrey,3/3/2012,18000,12/24/1980,Female,Safety,Kaduna,Average
Stf244731,Abigael Basire,3/4/2012,39000,12/23/1987,Male,Engineering,Lagos,Poor
Stf190259,Melodie Torresi,3/5/2012,19000,12/25/1979,Female,Business Development,Lagos,Average
Stf954811,Dewie Stodart,3/6/2012,75000,12/27/1970,Male,Finance,Kaduna,Average
Stf342901,Fred Dudeney,3/7/2012,73000,12/25/1978,Male,Cxc,Abuja,Very Good
Stf814663,Giffer Berlin,3/8/2012,96000,12/23/1986,Female,Sales,Kaduna,Good
Stf265686,Bealle Glentworth,3/9/2012,26000,12/20/1997,Male,,Abuja,Poor
Stf725990,Van Tuxwell,3/10/2012,41000,12/22/1989,Female,Business Development,Abuja,Poor
Stf412513,Sarajane Scourge,3/11/2012,70000,12/24/1982,Female,Business Development,Abuja,Poor
Stf494497,Rose Shurrocks,3/12/2012,54000,12/21/1992,Female,Sales,Kaduna,Good
Stf556130,Mata Fishley,3/13/2012,14000,12/24/1982,Male,Finance,Abuja,Poor
Stf165834,Irvine Blenkin,3/14/2012,17000,12/22/1988,Male,Human Resources,Abuja,Very Poor
Stf786570,Wald Bountiff,3/15/2012,86000,12/21/1994,Female,Safety,Lagos,Very Good
Stf686527,Leonerd Jiru,3/16/2012,14000,12/26/1975,Female,Marketing,Lagos,Not Rated
Stf934588,Hinda Label,3/17/2012,55000,12/20/1997,Female,Human Resources,Kaduna,Average
Stf289921,Irwin Kirsche,3/18/2012,17000,12/24/1982,Female,Finance,Kaduna,Poor
Stf220100,Sile Whorton,3/19/2012,78000,12/26/1973,Female,Legal,Abuja,Average
Stf107112,Jill Shipsey,3/20/2012,93000,12/21/1993,Male,Finance,Lagos,Average
Stf725621,Nerissa Kavanagh,3/21/2012,74000,12/27/1969,Male,Training,Lagos,Not Rated
Stf102888,Anabal Cooke,3/22/2012,46000,12/22/1989,Female,Product,Kaduna,Average
Stf294697,Ava Whordley,3/23/2012,26000,12/26/1972,Female,Product,Abuja,Very Good
Stf636669,Laney Thowless,3/24/2012,73000,12/25/1976,Male,Product,Kaduna,Good
Stf955351,Ansley Gounel,3/25/2012,98000,12/21/1993,Female,Product,Abuja,Poor
Stf648438,Cletus McGarahan,3/26/2012,49000,12/18/1989,Female,Engineering,Kaduna,Very Good
Stf468514,Althea Bronger,3/27/2012,89000,12/19/1982,Male,Product,Kaduna,Poor
Stf569683,Orlando Gorstidge,3/28/2012,46000,12/23/1984,Male,Marketing,Lagos,Very Poor
Stf301465,Robbert Mandrier,3/29/2012,4000,12/22/1989,Female,Training,Abuja,Very Good
Stf959334,Twila Roantree,3/30/2012,58000,12/22/1990,Female,Sales,Lagos,Poor
Stf326268,Archibald Filliskirk,3/31/2012,52000,12/18/1989,Male,Sales,Abuja,Very Good
Stf464698,Denni Wiggans,4/1/2012,71000,12/23/1987,Male,Product,Lagos,Poor
Stf943211,Pyotr Lightewood,4/2/2012,71000,12/19/1970,Male,Training,Lagos,Not Rated
Stf307401,Shari McNee,4/3/2012,45000,12/19/1970,Male,Sales,Lagos,Average
Stf929239,Issiah Cradick,4/4/2012,76000,12/18/1989,Male,Engineering,Lagos,Not Rated
Stf894321,Nollie Courteney,4/5/2012,22000,12/17/1988,Male,Sales,Abuja,Not Rated
Stf911398,Tadio Dowdle,4/6/2012,30000,12/24/1982,Female,Product,Kaduna,Average
Stf453529,Ondrea Banfield,4/7/2012,70000,12/25/1978,Female,Engineering,Kaduna,Average
Stf765267,Asia Jerson,4/8/2012,48000,12/21/1995,Male,Cxc,Kaduna,Very Good
Stf195223,Cornie Arstall,4/9/2012,35000,12/25/1977,Female,Product,Abuja,Average
Stf838400,Jeane Blaszczak,4/10/2012,14000,12/18/1989,Female,Engineering,Lagos,Poor
Stf697669,Hogan Iles,4/11/2012,34000,12/20/1999,Female,Finance,Lagos,Very Good
Stf698758,Saundra O'Connel,4/12/2012,33000,12/27/1969,Male,Human Resources,Abuja,Average
Stf318136,Malva Iacovacci,4/13/2012,61000,12/20/1999,Female,,Abuja,Average
Stf808153,Rosaline Wenderott,4/14/2012,6000,12/25/1977,Female,Sales,Abuja,Good
Stf128834,Bobina Teale,4/15/2012,26000,12/23/1987,Male,Marketing,Kaduna,Average
Stf820679,Ruby Cracie,4/16/2012,23000,12/26/1974,Male,Sales,Kaduna,Poor
Stf977854,Sissy Muehle,4/17/2012,14000,12/18/1989,Female,Finance,Kaduna,Average
Stf806154,Lonny Caen,4/18/2012,91000,12/19/1970,Female,Sales,Lagos,Good
Stf775101,Itch Tinklin,4/19/2012,73000,12/19/1970,Female,Safety,Abuja,Average
Stf898558,Sibyl Dunkirk,4/20/2012,84000,12/26/1972,Female,Product,Kaduna,Very Poor
Stf103235,Brodie Grimstead,4/21/2012,23000,12/24/1981,Male,Business Development,Kaduna,Good
Stf269465,Amitie Mawson,4/22/2012,8000,12/26/1974,Female,Marketing,Lagos,Not Rated
Stf853608,Dane Wudeland,4/23/2012,93000,12/23/1984,Female,Finance,Kaduna,Poor
Stf826487,Yvette Bett,4/24/2012,10000,12/23/1984,Male,Human Resources,Lagos,Good
Stf587200,Ianthe Sayre,4/25/2012,82000,12/24/1980,Male,Safety,Abuja,Very Good
Stf336708,Jacklyn Andrioletti,4/26/2012,94000,12/21/1993,Female,Training,Abuja,Poor
Stf620557,Eliza Hoggan,4/27/2012,42000,12/25/1978,Female,Legal,Lagos,Average
Stf175121,Conchita Soden,4/28/2012,73000,12/24/1982,Male,Marketing,Abuja,Good
Stf836730,Reggie Taylerson,4/29/2012,96000,12/23/1987,Male,Marketing,Lagos,Good
Stf698068,Leslie Cardoso,4/30/2012,40000,12/23/1984,Female,Business Development,Abuja,Good
Stf121211,Milton Lilie,5/1/2012,66000,12/23/1985,Female,Business Development,Kaduna,Average
Stf441676,Aeriell Cuell,5/2/2012,70000,12/20/1998,Male,Legal,Abuja,Very Poor
Stf622870,Anne-corinne Daulby,5/3/2012,38000,12/25/1978,Male,Engineering,Lagos,Good
Stf945294,Lisle Danahar,5/4/2012,38000,12/20/1996,,Sales,Kaduna,Average
Stf539896,Bryana Loyns,5/5/2012,48000,12/22/1990,Male,Sales,Kaduna,Average
Stf999932,Anjela Spancock,5/6/2012,74000,12/25/1976,,Finance,Lagos,Average
Stf630729,Daisie McNeice,5/7/2012,92000,12/24/1981,Male,Human Resources,Kaduna,Average
Stf121697,Jillana Gabbitis,5/8/2012,30000,12/23/1985,Male,Marketing,Kaduna,Average
Stf150001,Roddy Speechley,5/9/2012,63000,12/25/1977,Male,Finance,Abuja,Good
Stf450231,Oran Buxcy,5/10/2012,85000,12/20/1998,Female,Engineering,Lagos,Poor
Stf209475,Beverie Moffet,5/11/2012,8000,12/27/1971,Female,Safety,Abuja,Very Good
