StaffID,Name,Date Employed,Month Employed,Month (Text),Day Employed,Year Employed,Salary,Date of Birth,Age,Age Groups,Gender,Department,Location,Rating
Stf153335,Minerva Ricardot,1/20/2011,1,Jan,20,2011,5000,12/27/1969,55,Middle Age (46 - 55),Male,Not Specified,Abuja,Not Rated
Stf293739,Toby Brodhead,1/21/2011,1,Jan,21,2011,66000,12/18/1989,35,Adults (36 - 45),Female,Finance,Lagos,Average
Stf249656,Tulley Chiddy,1/22/2011,1,Jan,22,2011,89000,12/22/1990,34,Adults (36 - 45),Female,Finance,Lagos,Very Good
Stf248688,Niles Mahomet,1/23/2011,1,Jan,23,2011,100000,12/26/1972,52,Middle Age (46 - 55),Female,Human Resources,Abuja,Average
Stf795788,Avigdor Karel,1/24/2011,1,Jan,24,2011,65000,12/17/1988,36,Adults (36 - 45),Male,Training,Kaduna,Average
Stf171451,Luca Wolstenholme,1/25/2011,1,Jan,25,2011,87000,12/20/1996,28,Adults (36 - 45),Male,Engineering,Kaduna,Average
Stf314674,Efrem Mathonnet,1/26/2011,1,Jan,26,2011,92000,12/25/1976,48,Middle Age (46 - 55),Female,Human Resources,Kaduna,Average
Stf700058,Latisha Jolly,1/27/2011,1,Jan,27,2011,3000,12/18/1989,35,Adults (36 - 45),Female,Sales,Lagos,Average
Stf543418,Quentin Ferraresi,1/28/2011,1,Jan,28,2011,46000,12/25/1978,46,Middle Age (46 - 55),Female,Finance,Abuja,Good
Stf195294,Marco Wooland,1/29/2011,1,Jan,29,2011,45000,12/18/1989,35,Adults (36 - 45),Female,Cxc,Kaduna,Average
Stf906720,Thekla Lynnett,1/30/2011,1,Jan,30,2011,88000,12/26/1972,52,Middle Age (46 - 55),Male,Training,Lagos,Poor
Stf576636,Pedro Carluccio,1/31/2011,1,Jan,31,2011,71000,12/24/1980,44,Adults (36 - 45),Male,Cxc,Lagos,Average
Stf415317,Caron Kolakovic,2/1/2011,2,Feb,1,2011,66000,12/23/1987,37,Adults (36 - 45),Male,Finance,Kaduna,Average
Stf783189,Debera Gow,2/2/2011,2,Feb,2,2011,57000,12/25/1979,45,Middle Age (46 - 55),Female,Sales,Lagos,Average
Stf689417,Hoyt D'Alesco,2/3/2011,2,Feb,3,2011,39000,12/18/1989,35,Adults (36 - 45),Male,Sales,Abuja,Poor
Stf359625,Rudyard Tomsa,2/4/2011,2,Feb,4,2011,86000,12/21/1992,32,Adults (36 - 45),Female,Marketing,Kaduna,Good
Stf207139,Orran Gritskov,2/5/2011,2,Feb,5,2011,22000,12/24/1981,43,Adults (36 - 45),Female,Legal,Lagos,Not Rated
Stf567119,Tyson Prescote,2/6/2011,2,Feb,6,2011,56000,12/22/1990,34,Adults (36 - 45),Male,Human Resources,Kaduna,Average
Stf477950,Berenice Osbaldstone,2/7/2011,2,Feb,7,2011,62000,12/26/1975,49,Middle Age (46 - 55),Female,Legal,Abuja,Average
Stf319287,Jessika Jaycocks,2/8/2011,2,Feb,8,2011,19000,12/26/1972,52,Middle Age (46 - 55),Female,Sales,Lagos,Average
Stf741102,Gabie Millichip,2/9/2011,2,Feb,9,2011,36000,12/20/1999,25,Adults (36 - 45),Male,Legal,Abuja,Very Good
Stf443127,Pearla Beteriss,2/10/2011,2,Feb,10,2011,38000,12/23/1985,39,Adults (36 - 45),Male,Cxc,Kaduna,Good
Stf989068,Harwilll Domotor,2/11/2011,2,Feb,11,2011,74000,12/25/1977,47,Middle Age (46 - 55),Male,Training,Kaduna,Average
Stf964950,Carolina Blumsom,2/12/2011,2,Feb,12,2011,78000,12/21/1994,30,Adults (36 - 45),Male,Legal,Abuja,Average
Stf715984,Ryon Baroch,2/13/2011,2,Feb,13,2011,7000,12/20/1997,27,Adults (36 - 45),Male,Finance,Abuja,Poor
Stf421322,Georg Dinnage,2/14/2011,2,Feb,14,2011,13000,12/19/1970,54,Middle Age (46 - 55),Male,Training,Kaduna,Good
Stf591081,Marissa Infante,2/15/2011,2,Feb,15,2011,42000,12/25/1979,45,Middle Age (46 - 55),Other,Training,Lagos,Average
Stf795001,Daisie Dahlman,2/16/2011,2,Feb,16,2011,62000,12/26/1972,52,Middle Age (46 - 55),Female,Human Resources,Lagos,Not Rated
Stf757127,Joli Jodrelle,2/17/2011,2,Feb,17,2011,59000,12/23/1986,38,Adults (36 - 45),Male,Cxc,Kaduna,Good
Stf975874,Jessica Callcott,2/18/2011,2,Feb,18,2011,54000,12/24/1983,41,Adults (36 - 45),Female,Marketing,Lagos,Very Good
Stf253862,Michail Sicha,2/19/2011,2,Feb,19,2011,36000,12/21/1992,32,Adults (36 - 45),Male,Marketing,Kaduna,Very Poor
Stf346893,Sabina Scorrer,2/20/2011,2,Feb,20,2011,9000,12/19/1982,42,Adults (36 - 45),Female,Safety,Kaduna,Average
Stf266436,Bayard Gendricke,2/21/2011,2,Feb,21,2011,95000,12/26/1973,51,Middle Age (46 - 55),Male,Legal,Kaduna,Very Poor
Stf795014,Esmaria Denecamp,2/22/2011,2,Feb,22,2011,51000,12/27/1971,53,Middle Age (46 - 55),Male,Marketing,Kaduna,Very Poor
Stf398847,Antone Tolmie,2/23/2011,2,Feb,23,2011,78000,12/26/1974,50,Middle Age (46 - 55),Male,Training,Kaduna,Good
Stf847138,Tammi Lackham,2/24/2011,2,Feb,24,2011,45000,12/25/1978,46,Middle Age (46 - 55),Female,Business Development,Abuja,Good
Stf572378,Northrop Reid,2/25/2011,2,Feb,25,2011,44000,12/24/1980,44,Adults (36 - 45),Female,Not Specified,Kaduna,Average
Stf831039,Nananne Gehringer,2/26/2011,2,Feb,26,2011,55000,12/21/1992,32,Adults (36 - 45),Other,Safety,Lagos,Average
Stf449033,Loren Bentote,2/27/2011,2,Feb,27,2011,91000,12/18/1989,35,Adults (36 - 45),Male,Finance,Kaduna,Poor
Stf161312,Manolo Gasnell,2/28/2011,2,Feb,28,2011,35000,12/25/1977,47,Middle Age (46 - 55),Male,Engineering,Kaduna,Good
Stf879981,Wyatt Clinch,3/1/2011,3,Mar,1,2011,9000,12/23/1986,38,Adults (36 - 45),Male,Engineering,Lagos,Good
Stf250305,Giselbert Newlands,3/2/2011,3,Mar,2,2011,34000,12/18/1989,35,Adults (36 - 45),Male,Cxc,Abuja,Poor
Stf178982,Cristal Demangeot,3/3/2011,3,Mar,3,2011,50000,12/20/1999,25,Adults (36 - 45),Female,Sales,Abuja,Good
Stf444055,Jaime Dowe,3/4/2011,3,Mar,4,2011,34000,12/21/1995,29,Adults (36 - 45),Female,Finance,Lagos,Average
Stf520837,Addia Penwright,3/5/2011,3,Mar,5,2011,24000,12/23/1984,40,Adults (36 - 45),Male,Sales,Abuja,Poor
Stf483232,Ali Roubert,3/6/2011,3,Mar,6,2011,16000,12/19/1970,54,Middle Age (46 - 55),Other,Engineering,Abuja,Very Good
Stf164816,Emmye Corry,3/7/2011,3,Mar,7,2011,30000,12/23/1985,39,Adults (36 - 45),Male,Cxc,Abuja,Very Good
Stf489068,Addy Pimblett,3/8/2011,3,Mar,8,2011,37000,12/27/1970,54,Middle Age (46 - 55),Male,Product,Lagos,Average
Stf303101,Angela Bangley,3/9/2011,3,Mar,9,2011,96000,12/18/1989,35,Adults (36 - 45),Female,Training,Abuja,Not Rated
Stf274302,Elbertine Hiscoe,3/10/2011,3,Mar,10,2011,47000,12/25/1978,46,Middle Age (46 - 55),Female,Training,Abuja,Good
Stf434221,Baudoin Dummigan,3/11/2011,3,Mar,11,2011,59000,12/23/1984,40,Adults (36 - 45),Male,Legal,Kaduna,Average
Stf679114,Lissy McCoy,3/12/2011,3,Mar,12,2011,25000,12/20/1999,25,Adults (36 - 45),Female,Business Development,Abuja,Poor
Stf261490,Ingunna Wainscoat,3/13/2011,3,Mar,13,2011,59000,12/27/1970,54,Middle Age (46 - 55),Male,Safety,Kaduna,Average
Stf632061,Amii Elms,3/14/2011,3,Mar,14,2011,36000,12/18/1989,35,Adults (36 - 45),Female,Business Development,Kaduna,Poor
Stf916445,Ignacio Delion,3/15/2011,3,Mar,15,2011,66000,12/24/1983,41,Adults (36 - 45),Female,Engineering,Kaduna,Average
Stf736019,Colby Reuven,3/16/2011,3,Mar,16,2011,20000,12/19/1982,42,Adults (36 - 45),Male,Business Development,Lagos,Average
Stf107283,Maggee Stiggles,3/17/2011,3,Mar,17,2011,25000,12/19/1970,54,Middle Age (46 - 55),Female,Engineering,Abuja,Average
Stf779116,Kelci Walkden,3/18/2011,3,Mar,18,2011,4000,12/27/1970,54,Middle Age (46 - 55),Male,Human Resources,Kaduna,Very Poor
Stf992298,Bogey Hitcham,3/19/2011,3,Mar,19,2011,33000,12/22/1990,34,Adults (36 - 45),Male,Product,Lagos,Poor
Stf170672,Pembroke Siflet,3/20/2011,3,Mar,20,2011,34000,12/25/1977,47,Middle Age (46 - 55),Female,Human Resources,Abuja,Average
Stf578321,Adolph Hartin,3/21/2011,3,Mar,21,2011,33000,12/20/1999,25,Adults (36 - 45),Male,Product,Lagos,Poor
Stf402137,Gisela Wille,3/22/2011,3,Mar,22,2011,39000,12/24/1980,44,Adults (36 - 45),Other,Safety,Lagos,Poor
Stf844154,Joyce Leyband,3/23/2011,3,Mar,23,2011,41000,12/23/1984,40,Adults (36 - 45),Female,Product,Lagos,Average
Stf533025,Reube Sushams,3/24/2011,3,Mar,24,2011,16000,12/23/1984,40,Adults (36 - 45),Male,Marketing,Kaduna,Good
Stf289010,Mathian MacMeeking,3/25/2011,3,Mar,25,2011,95000,12/27/1971,53,Middle Age (46 - 55),Female,Cxc,Kaduna,Good
Stf101856,Antonino Forsdicke,3/26/2011,3,Mar,26,2011,42000,12/20/1998,26,Adults (36 - 45),Male,Product,Lagos,Average
Stf105948,Mick Spraberry,3/27/2011,3,Mar,27,2011,25000,12/18/1989,35,Adults (36 - 45),Female,Cxc,Abuja,Good
Stf462091,Benita Gillice,3/28/2011,3,Mar,28,2011,6000,12/18/1989,35,Adults (36 - 45),Male,Finance,Kaduna,Poor
Stf680315,Caresa Christer,3/29/2011,3,Mar,29,2011,54000,12/23/1986,38,Adults (36 - 45),Male,Safety,Lagos,Poor
Stf943069,Letizia Hasselby,3/30/2011,3,Mar,30,2011,76000,12/25/1978,46,Middle Age (46 - 55),Male,Legal,Abuja,Average
Stf113178,Luce Beentjes,3/31/2011,3,Mar,31,2011,20000,12/23/1984,40,Adults (36 - 45),Male,Training,Abuja,Good
Stf635946,Sammy Gantlett,4/1/2011,4,Apr,1,2011,81000,12/20/1997,27,Adults (36 - 45),Female,Product,Lagos,Very Poor
Stf169766,Pooh Splevins,4/2/2011,4,Apr,2,2011,27000,12/23/1986,38,Adults (36 - 45),Female,Business Development,Lagos,Average
Stf404632,Aeriela Aickin,4/3/2011,4,Apr,3,2011,21000,12/19/1970,54,Middle Age (46 - 55),Male,Product,Abuja,Average
Stf752905,Tabbatha Pickston,4/4/2011,4,Apr,4,2011,13000,12/21/1992,32,Adults (36 - 45),Male,Marketing,Abuja,Good
Stf621728,Tawnya Tickel,4/5/2011,4,Apr,5,2011,8000,12/18/1989,35,Adults (36 - 45),Male,Safety,Abuja,Not Rated
Stf901455,Royal Nowakowska,4/6/2011,4,Apr,6,2011,57000,12/27/1971,53,Middle Age (46 - 55),Male,Human Resources,Kaduna,Average
Stf929465,Winny Millam,4/7/2011,4,Apr,7,2011,21000,12/22/1989,35,Adults (36 - 45),Female,Business Development,Lagos,Not Rated
Stf913751,Michael Sidry,4/8/2011,4,Apr,8,2011,93000,12/22/1988,36,Adults (36 - 45),Male,Product,Abuja,Average
Stf225640,Nolan Tortis,4/9/2011,4,Apr,9,2011,94000,12/26/1973,51,Middle Age (46 - 55),Male,Safety,Abuja,Average
Stf196036,De witt Lottrington,4/10/2011,4,Apr,10,2011,66000,12/26/1975,49,Middle Age (46 - 55),Female,Sales,Abuja,Very Poor
Stf474552,Baxter Brocks,4/11/2011,4,Apr,11,2011,31000,12/24/1980,44,Adults (36 - 45),Female,Human Resources,Abuja,Poor
Stf735902,Joyce Esel,4/12/2011,4,Apr,12,2011,100000,12/20/1997,27,Adults (36 - 45),Male,Sales,Kaduna,Good
Stf842944,Van Tuxwell,4/13/2011,4,Apr,13,2011,35000,12/19/1970,54,Middle Age (46 - 55),Female,Business Development,Abuja,Good
Stf900726,Fidela Artis,4/14/2011,4,Apr,14,2011,1000,12/17/1988,36,Adults (36 - 45),Female,Sales,Lagos,Average
Stf160936,Dov Thoresby,4/15/2011,4,Apr,15,2011,73000,12/26/1973,51,Middle Age (46 - 55),Male,Safety,Abuja,Poor
Stf261107,Aloise MacCathay,4/16/2011,4,Apr,16,2011,76000,12/27/1970,54,Middle Age (46 - 55),Male,Not Specified,Lagos,Average
Stf507967,Cathi Delgardo,4/17/2011,4,Apr,17,2011,63000,12/26/1973,51,Middle Age (46 - 55),Male,Product,Abuja,Good
Stf139305,Doro Nolte,4/18/2011,4,Apr,18,2011,85000,12/21/1995,29,Adults (36 - 45),Female,Cxc,Kaduna,Average
Stf223726,Easter Pyke,4/19/2011,4,Apr,19,2011,82000,12/26/1973,51,Middle Age (46 - 55),Female,Training,Abuja,Average
Stf782676,Noll Forbear,4/20/2011,4,Apr,20,2011,13000,12/19/1970,54,Middle Age (46 - 55),Male,Cxc,Kaduna,Average
Stf644097,Myer McCory,4/21/2011,4,Apr,21,2011,4000,12/26/1973,51,Middle Age (46 - 55),Male,Sales,Kaduna,Average
Stf562113,Doralyn Segar,4/22/2011,4,Apr,22,2011,69000,12/20/1998,26,Adults (36 - 45),Female,Safety,Kaduna,Average
Stf462091,Clo Jimpson,4/23/2011,4,Apr,23,2011,58000,12/25/1978,46,Middle Age (46 - 55),Male,Legal,Lagos,Very Poor
Stf795481,Brose MacCorkell,4/24/2011,4,Apr,24,2011,7000,12/20/1996,28,Adults (36 - 45),Female,Human Resources,Lagos,Poor
Stf213786,Audry Yu,4/25/2011,4,Apr,25,2011,18000,12/23/1987,37,Adults (36 - 45),Female,Training,Abuja,Average
Stf896056,Dolley Grayley,4/26/2011,4,Apr,26,2011,80000,12/21/1994,30,Adults (36 - 45),Female,Legal,Abuja,Very Good
Stf689264,Meredith Rucklidge,4/27/2011,4,Apr,27,2011,13000,12/21/1994,30,Adults (36 - 45),Male,Legal,Lagos,Not Rated
Stf945959,Valida Merrigans,4/28/2011,4,Apr,28,2011,5000,12/20/1997,27,Adults (36 - 45),Male,Sales,Kaduna,Very Poor
Stf668548,Rory Ravenscroftt,4/29/2011,4,Apr,29,2011,58000,12/20/1999,25,Adults (36 - 45),Female,Finance,Kaduna,Very Good
Stf894600,Verla Timmis,4/30/2011,4,Apr,30,2011,71000,12/26/1974,50,Middle Age (46 - 55),Male,Safety,Abuja,Average
Stf282540,Jo Benoi,5/1/2011,5,May,1,2011,24000,12/24/1982,42,Adults (36 - 45),Female,Human Resources,Kaduna,Average
Stf882108,Marquita Liquorish,5/2/2011,5,May,2,2011,54000,12/25/1979,45,Middle Age (46 - 55),Female,Legal,Kaduna,Average
Stf998958,Caty Janas,5/3/2011,5,May,3,2011,15000,12/25/1976,48,Middle Age (46 - 55),Male,Finance,Lagos,Poor
Stf887774,Pennie Walmsley,5/4/2011,5,May,4,2011,72000,12/17/1988,36,Adults (36 - 45),Male,Safety,Lagos,Not Rated
Stf433275,Virge Garfield,5/5/2011,5,May,5,2011,84000,12/22/1988,36,Adults (36 - 45),Male,Training,Abuja,Poor
Stf603487,Rebecca Shillan,5/6/2011,5,May,6,2011,54000,12/24/1981,43,Adults (36 - 45),Male,Sales,Abuja,Good
Stf884655,Myrilla Mercik,5/7/2011,5,May,7,2011,67000,12/18/1989,35,Adults (36 - 45),Female,Training,Kaduna,Average
Stf432171,Giacobo Donke,5/8/2011,5,May,8,2011,40000,12/25/1979,45,Middle Age (46 - 55),Male,Cxc,Kaduna,Average
Stf996890,Barbara-anne Kenchington,5/9/2011,5,May,9,2011,47000,12/26/1974,50,Middle Age (46 - 55),Female,Safety,Abuja,Average
Stf911221,Aida Bleacher,5/10/2011,5,May,10,2011,6000,12/18/1989,35,Adults (36 - 45),Male,Product,Abuja,Not Rated
Stf244340,Cly Vizard,5/11/2011,5,May,11,2011,34000,12/21/1993,31,Adults (36 - 45),Male,Business Development,Abuja,Average
Stf560944,Aleksandr Botha,5/12/2011,5,May,12,2011,8000,12/18/1989,35,Adults (36 - 45),Male,Sales,Abuja,Not Rated
Stf942868,Evangelina Lergan,5/13/2011,5,May,13,2011,83000,12/22/1988,36,Adults (36 - 45),Male,Safety,Kaduna,Average
Stf257994,Maritsa Marusic,5/14/2011,5,May,14,2011,62000,12/18/1989,35,Adults (36 - 45),Male,Sales,Kaduna,Average
Stf585778,Tamar MacGilfoyle,5/15/2011,5,May,15,2011,24000,12/18/1989,35,Adults (36 - 45),Male,Product,Kaduna,Average
Stf633810,Chancey Dyos,5/16/2011,5,May,16,2011,36000,12/23/1984,40,Adults (36 - 45),Male,Sales,Kaduna,Good
Stf604753,Isaak Rawne,5/17/2011,5,May,17,2011,26000,12/21/1993,31,Adults (36 - 45),Male,Marketing,Lagos,Average
Stf598054,Gideon Hehir,5/18/2011,5,May,18,2011,77000,12/27/1970,54,Middle Age (46 - 55),Female,Business Development,Kaduna,Average
Stf955794,Irena Trousdell,5/19/2011,5,May,19,2011,82000,12/25/1977,47,Middle Age (46 - 55),Female,Marketing,Kaduna,Very Poor
Stf587049,Gino Groome,5/20/2011,5,May,20,2011,60000,12/18/1989,35,Adults (36 - 45),Female,Sales,Lagos,Very Good
Stf330153,Lamond Douthwaite,5/21/2011,5,May,21,2011,22000,12/20/1998,26,Adults (36 - 45),Male,Engineering,Lagos,Very Poor
Stf637213,Ebonee Roxburgh,5/22/2011,5,May,22,2011,57000,12/18/1989,35,Adults (36 - 45),Male,Training,Kaduna,Very Good
Stf190276,Nathanial Brounfield,5/23/2011,5,May,23,2011,46000,12/22/1991,33,Adults (36 - 45),Male,Finance,Kaduna,Average
Stf483502,Mallorie Waber,5/24/2011,5,May,24,2011,43000,12/26/1972,52,Middle Age (46 - 55),Male,Training,Lagos,Good
Stf930737,Ewart Laphorn,5/25/2011,5,May,25,2011,85000,12/18/1989,35,Adults (36 - 45),Female,Training,Kaduna,Good
Stf782844,Hilliary Roarty,5/26/2011,5,May,26,2011,10000,12/25/1977,47,Middle Age (46 - 55),Male,Cxc,Kaduna,Poor
Stf964177,Putnem Manchester,5/27/2011,5,May,27,2011,90000,12/19/1982,42,Adults (36 - 45),Male,Sales,Lagos,Average
Stf962575,Lanie Gatlin,5/28/2011,5,May,28,2011,24000,12/22/1990,34,Adults (36 - 45),Female,Safety,Abuja,Not Rated
Stf532239,Michel Jados,5/29/2011,5,May,29,2011,39000,12/22/1991,33,Adults (36 - 45),Male,Sales,Abuja,Very Poor
Stf893881,Lezlie Philcott,5/30/2011,5,May,30,2011,93000,12/25/1976,48,Middle Age (46 - 55),Female,Sales,Lagos,Not Rated
Stf341509,Sharl Bendson,5/31/2011,5,May,31,2011,77000,12/21/1994,30,Adults (36 - 45),Female,Business Development,Abuja,Poor
Stf990232,William Reeveley,6/1/2011,6,Jun,1,2011,69000,12/26/1975,49,Middle Age (46 - 55),Male,Training,Abuja,Good
Stf424452,Granville Stetson,6/2/2011,6,Jun,2,2011,75000,12/21/1994,30,Adults (36 - 45),Female,Engineering,Lagos,Average
Stf730822,Mirna Etoile,6/3/2011,6,Jun,3,2011,68000,12/24/1982,42,Adults (36 - 45),Female,Legal,Kaduna,Average
Stf125349,Freddie Johnikin,6/4/2011,6,Jun,4,2011,12000,12/24/1983,41,Adults (36 - 45),Male,Safety,Lagos,Average
Stf109005,Natalee Craiker,6/5/2011,6,Jun,5,2011,21000,12/19/1970,54,Middle Age (46 - 55),Male,Product,Abuja,Average
Stf111235,Mariette Daymont,6/6/2011,6,Jun,6,2011,95000,12/22/1991,33,Adults (36 - 45),Female,Sales,Abuja,Average
Stf405730,Aldrich Glenny,6/7/2011,6,Jun,7,2011,46000,12/20/1996,28,Adults (36 - 45),Male,Business Development,Abuja,Not Rated
Stf107836,Lonny Caen,6/8/2011,6,Jun,8,2011,86000,12/24/1980,44,Adults (36 - 45),Female,Sales,Lagos,Very Good
Stf687984,Murial Ickovici,6/9/2011,6,Jun,9,2011,48000,12/20/1996,28,Adults (36 - 45),Female,Business Development,Kaduna,Good
Stf460507,Kath Bletsoe,6/10/2011,6,Jun,10,2011,69000,12/23/1985,39,Adults (36 - 45),Male,Marketing,Abuja,Very Poor
Stf832225,Gayla Blackadder,6/11/2011,6,Jun,11,2011,41000,12/22/1988,36,Adults (36 - 45),Female,Cxc,Lagos,Good
Stf320170,Adela Dowsett,6/12/2011,6,Jun,12,2011,31000,12/25/1977,47,Middle Age (46 - 55),Male,Safety,Lagos,Average
Stf272824,Addi Studdeard,6/13/2011,6,Jun,13,2011,97000,12/18/1989,35,Adults (36 - 45),Female,Product,Abuja,Poor
Stf554251,Sharron Petegree,6/14/2011,6,Jun,14,2011,78000,12/22/1991,33,Adults (36 - 45),Female,Product,Kaduna,Good
Stf575495,Eleonore Airdrie,6/15/2011,6,Jun,15,2011,19000,12/21/1994,30,Adults (36 - 45),Female,Engineering,Abuja,Average
Stf582616,Rhiamon Mollison,6/16/2011,6,Jun,16,2011,67000,12/18/1989,35,Adults (36 - 45),Female,Sales,Lagos,Average
Stf135741,Karon Oscroft,6/17/2011,6,Jun,17,2011,40000,12/17/1988,36,Adults (36 - 45),Male,Marketing,Lagos,Average
Stf838511,Edi Hofton,6/18/2011,6,Jun,18,2011,68000,12/25/1976,48,Middle Age (46 - 55),Male,Sales,Abuja,Not Rated
Stf802287,Derk Bosson,6/19/2011,6,Jun,19,2011,46000,12/26/1972,52,Middle Age (46 - 55),Female,Legal,Lagos,Average
Stf954499,Lorrie Derycot,6/20/2011,6,Jun,20,2011,52000,12/18/1989,35,Adults (36 - 45),Female,Safety,Lagos,Average
Stf325516,Hartwell Pratchett,6/21/2011,6,Jun,21,2011,26000,12/25/1979,45,Middle Age (46 - 55),Female,Training,Lagos,Average
Stf873396,Van Ruseworth,6/22/2011,6,Jun,22,2011,99000,12/20/1996,28,Adults (36 - 45),Female,Cxc,Abuja,Average
Stf330911,Inge Creer,6/23/2011,6,Jun,23,2011,41000,12/22/1990,34,Adults (36 - 45),Female,Cxc,Lagos,Very Poor
Stf384209,Elwira Lyddiard,6/24/2011,6,Jun,24,2011,36000,12/24/1981,43,Adults (36 - 45),Male,Product,Abuja,Average
Stf117489,Kincaid Hellicar,6/25/2011,6,Jun,25,2011,29000,12/22/1991,33,Adults (36 - 45),Male,Business Development,Kaduna,Very Good
Stf683075,Maximo Guirard,6/26/2011,6,Jun,26,2011,96000,12/25/1977,47,Middle Age (46 - 55),Female,Business Development,Kaduna,Average
Stf581241,Alta Kaszper,6/27/2011,6,Jun,27,2011,23000,12/20/1998,26,Adults (36 - 45),Male,Training,Lagos,Average
Stf759196,Lamar Blewitt,6/28/2011,6,Jun,28,2011,6000,12/26/1974,50,Middle Age (46 - 55),Male,Cxc,Lagos,Poor
Stf263566,Hector Isard,6/29/2011,6,Jun,29,2011,2000,12/22/1990,34,Adults (36 - 45),Male,Safety,Abuja,Very Good
Stf305780,Barbara-anne Kenchington,6/30/2011,6,Jun,30,2011,96000,12/25/1978,46,Middle Age (46 - 55),Female,Safety,Kaduna,Very Good
Stf624712,Judi Cosgriff,7/1/2011,7,Jul,1,2011,64000,12/26/1974,50,Middle Age (46 - 55),Female,Human Resources,Abuja,Good
Stf155974,Janean Gostage,7/2/2011,7,Jul,2,2011,38000,12/25/1977,47,Middle Age (46 - 55),Male,Cxc,Abuja,Not Rated
Stf742212,Delphine Jewis,7/3/2011,7,Jul,3,2011,23000,12/25/1979,45,Middle Age (46 - 55),Female,Finance,Kaduna,Average
Stf243806,Matias Cormack,7/4/2011,7,Jul,4,2011,2000,12/18/1989,35,Adults (36 - 45),Male,Sales,Kaduna,Average
Stf334322,Rogers Rosenthaler,7/5/2011,7,Jul,5,2011,36000,12/24/1981,43,Adults (36 - 45),Female,Business Development,Lagos,Poor
Stf490119,Clarine Shambrooke,7/6/2011,7,Jul,6,2011,48000,12/17/1988,36,Adults (36 - 45),Other,Safety,Lagos,Average
Stf308458,Thedrick Rogeon,7/7/2011,7,Jul,7,2011,47000,12/20/1996,28,Adults (36 - 45),Male,Marketing,Kaduna,Poor
Stf113511,Roanne Phizacklea,7/8/2011,7,Jul,8,2011,31000,12/19/1970,54,Middle Age (46 - 55),Female,Product,Abuja,Average
Stf834633,Devinne Tuny,7/9/2011,7,Jul,9,2011,65000,12/23/1987,37,Adults (36 - 45),Male,Engineering,Kaduna,Average
Stf766270,Martelle Brise,7/10/2011,7,Jul,10,2011,41000,12/19/1982,42,Adults (36 - 45),Male,Training,Kaduna,Average
Stf543895,Dino Wooderson,7/11/2011,7,Jul,11,2011,57000,12/26/1975,49,Middle Age (46 - 55),Male,Legal,Abuja,Poor
Stf895315,Effie Vasilov,7/12/2011,7,Jul,12,2011,62000,12/26/1972,52,Middle Age (46 - 55),Male,Safety,Lagos,Average
Stf451765,Jermaine Steers,7/13/2011,7,Jul,13,2011,76000,12/18/1989,35,Adults (36 - 45),Female,Finance,Abuja,Good
Stf228129,Saunders Blumson,7/14/2011,7,Jul,14,2011,60000,12/20/1998,26,Adults (36 - 45),Other,Legal,Abuja,Average
Stf906676,Elliot Revelle,7/15/2011,7,Jul,15,2011,9000,12/18/1989,35,Adults (36 - 45),Male,Legal,Abuja,Average
Stf883700,Mora Innett,7/16/2011,7,Jul,16,2011,91000,12/25/1979,45,Middle Age (46 - 55),Female,Legal,Lagos,Poor
Stf563407,Mahalia Larcher,7/17/2011,7,Jul,17,2011,47000,12/20/1997,27,Adults (36 - 45),Male,Finance,Abuja,Good
Stf608458,Dotty Strutley,7/18/2011,7,Jul,18,2011,38000,12/21/1992,32,Adults (36 - 45),Female,Engineering,Lagos,Average
Stf981520,Margy Elward,7/19/2011,7,Jul,19,2011,88000,12/22/1989,35,Adults (36 - 45),Male,Business Development,Lagos,Average
Stf637211,Danica Nayshe,7/20/2011,7,Jul,20,2011,75000,12/21/1993,31,Adults (36 - 45),Female,Cxc,Kaduna,Good
Stf648804,Shari Pickston,7/21/2011,7,Jul,21,2011,58000,12/18/1989,35,Adults (36 - 45),Male,Legal,Lagos,Not Rated
Stf279084,Merrilee Plenty,7/22/2011,7,Jul,22,2011,48000,12/18/1989,35,Adults (36 - 45),Female,Sales,Abuja,Good
Stf929706,Romona Dimmne,7/23/2011,7,Jul,23,2011,57000,12/22/1991,33,Adults (36 - 45),Female,Sales,Kaduna,Poor
Stf728455,Lark Ironmonger,7/24/2011,7,Jul,24,2011,88000,12/20/1996,28,Adults (36 - 45),Male,Marketing,Abuja,Poor
Stf538769,Aube Chadderton,7/25/2011,7,Jul,25,2011,39000,12/23/1985,39,Adults (36 - 45),Female,Human Resources,Lagos,Average
Stf100895,Caritta Searl,7/26/2011,7,Jul,26,2011,49000,12/26/1973,51,Middle Age (46 - 55),Male,Sales,Kaduna,Poor
Stf139074,Ernestus O'Hengerty,7/27/2011,7,Jul,27,2011,3000,12/18/1989,35,Adults (36 - 45),Female,Sales,Abuja,Average
Stf394103,Camilla Castle,7/28/2011,7,Jul,28,2011,65000,12/20/1998,26,Adults (36 - 45),Female,Product,Kaduna,Average
Stf865674,Bette-ann Leafe,7/29/2011,7,Jul,29,2011,22000,12/27/1969,55,Middle Age (46 - 55),Male,Human Resources,Abuja,Average
Stf273844,Aurelia Stanners,7/30/2011,7,Jul,30,2011,41000,12/25/1978,46,Middle Age (46 - 55),Female,Cxc,Lagos,Good
Stf374030,Shelby Buckland,7/31/2011,7,Jul,31,2011,90000,12/23/1985,39,Adults (36 - 45),Male,Cxc,Lagos,Average
